Date of Launch,"Name of Satellite, Alternate Names",Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments
2012-05-10,Yaogan 14 (Remote Sensing Satellite 14),Yaogan 14,China,China,Chinese Ministry of National Defense,Military,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,469.0,481.0,0.000877,97.3,94.1,,,,2012-05-10,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2012-021A,38257.0,Carries Synthetic Aperture Radar (SAR) sensor
2012-05-06,Tianhui 1-02,Tianhui 1-02,China,China,China Aerospace Science and Technology Corp. (CASC),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,485.0,505.0,0.00146,97.4,94.5,2500.0,,,2012-05-06,,DFH Satellite Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D,2012-020A,38256.0,"Cartographic imaging satellite capable of stereoscopic Earth photography, equipped with orbit adjustment engine to maintain height against air drag."
2012-04-25,RISat-1 (Radar Imaging Satellite 1),RISat-1,India,India,Ministry of Defense,Military,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,538.0,541.0,0.000217,97.6,95.4,1858.0,,,2012-04-25,,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV XL,2012-017A,38248.0,The country's first indigenous radar observation satellite.
2012-04-03,"FIA Radar 2 (Future Imagery Architecture (FIA) Radar 2, NROL-25, USA 234, Topaz)",USA 234,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Radar Imaging,LEO,NON-POLAR INCLINED,0.0,1068.0,1107.0,0.00261,123.0,107.0,,,,2012-04-03,,National Reconnaissance Office (NRO),USA,Vandenberg AFB,Delta 4,2012-014A,38109.0,Amateur observers speculate that this is part of the FIA.
2012-01-12,Fengyun 2F (FY 2F),Fengyun 2F,China,China,China Meteorological Administration,Government,Earth Observation,Earth Science,GEO,,112.0,35760.0,35816.0,0.000664,2.19,1436.19,1390.0, 620 ,,2012-01-12,3.0,Shanghai Academy of Spaceflight Technology (SAST),China,Xichang Satellite Launch Center,Long March 3A,2012-002A,38049.0,Meteorological; weather forecasting and disaster reduction.
2012-01-09,Ziyuan 3 (ZY-3),Ziyuan 3,China,China,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,500.0,504.0,0.000291,97.5,94.7,2650.0,,,2012-01-09,4.0,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2012-001A,38046.0,Land survey satellite.
2011-12-22,Ziyuan 1-02C,Ziyuan 1-02C,China,China,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,763.0,773.0,0.0007,98.56,100.2,1500.0,,,2011-12-22,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2011-079A,38038.0,"Can acquire high-resolution data through remote-sensing; can conduct land resources surveys, reduce natural disasters, aid agriculture development and manage water resources. "
2011-12-17,ELISA-E24 (ELectronic Intelligence by SAtellite),ELISA-E24,France,France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,Electronic Intelligence,LEO,SUN-SYNCHRONOUS,0.0,675.0,692.0,0.00121,98.21,98.43,120.0,,,2011-12-17,,Astrium/Thales Alenia Space,France,Guiana Space Center,Soyuz-2/Fregat,2011-076B,38008.0,In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade.
2011-12-17,SSOT (Sistema Satelital para la Observacin de la Tierra),SSOT,Chile,Chile,Chilean Air Force,Government/Military,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,622.0,624.0,0.000143,98.0,97.2,117.0,,,2011-12-17,,Astrium,France,Guiana Space Center,Soyuz-2/Fregat,2011-076E,38011.0,"Extremely high-quality satellite images with applications such as mapping, agriculture, town planning, and natural resource, risk and disaster management."
2011-12-17,ELISA-E12 (ELectronic Intelligence by SAtellite),ELISA-E12,France,France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,Electronic Intelligence,LEO,SUN-SYNCHRONOUS,0.0,675.0,692.0,0.00121,98.21,98.43,120.0,,,2011-12-17,,Astrium/Thales Alenia Space,France,Guiana Space Center,Soyuz-2/Fregat,2011-076D,38010.0,In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade.
2011-12-17,ELISA-W11 (ELectronic Intelligence by SAtellite),ELISA-W11,France,France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,Electronic Intelligence,LEO,SUN-SYNCHRONOUS,0.0,677.0,692.0,0.00106,98.21,98.45,120.0,,,2011-12-17,,Astrium/Thales Alenia Space,France,Guiana Space Center,Soyuz-2/Fregat,2011-076A,38007.0,In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade.
2011-12-17,ELISA-W23 (ELectronic Intelligence by SAtellite),ELISA-W23,France,France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,Electronic Intelligence,LEO,SUN-SYNCHRONOUS,0.0,677.0,692.0,0.00106,98.21,98.46,120.0,,,2011-12-17,,Astrium/Thales Alenia Space,France,Guiana Space Center,Soyuz-2/Fregat,2011-076C,38009.0,In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade.
2011-12-17,Pliades HR1A,Pliades HR1A ,France,France/Italy,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,697.0,699.0,0.000141,98.2,98.7,1000.0,,"1,500.00",2011-12-17,5.0,Astrium,France,Guiana Space Center,Soyuz-2/Fregat,2011-076F,38012.0,Both government and military.
2011-12-12,"IGS-7A (Information Gathering Satellite 7A, IGS Radar 3)",IGS-7A,Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,512.0,514.0,0.000145,97.46,94.89,1600.0,,,2011-12-12,5.0,Mitsubishi/Toshiba,Japan,Tanegashima Space Center,H2A,2011-075A,37954.0,Radar reconnaissance.
2011-11-29,Yaogan 13 (Remote Sensing Satellite 13),Yaogan 13,China,China,Chinese Ministry of National Defense,Military,Earth Observation,Electronic Intelligence,LEO,SUN-SYNCHRONOUS,0.0,506.0,507.0,7.27e-05,97.4,94.8,,,,2011-11-29,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C,2011-072A,37941.0,Sensing surveillance of satellites in LEO.
2011-11-20,"Shiyan 4 (SY4, Experimental Satellite 4)",Shiyan 4,China,China,China Academy of Space Technology (CAST),Government,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,784.0,802.0,0.00126,98.4,100.7,300.0,,,2011-11-20,,CAST/DFH Satellite Co. Ltd./HIT,China,Jiuquan Satellite Launch Center,Long March 2D,2011-068B,37931.0,Study the environment and test new space technologies.
2011-11-20,Chuangxin 1-3 (Innovation 1-3),Chuangxin 1-3,China,China,Chinese Academy of Sciences,Government,Earth Observation,Optical Imaging/Meterology,LEO,SUN-SYNCHRONOUS,0.0,784.0,804.0,0.0014,98.5,100.7,100.0,,,2011-11-20,,Chinese Academy of Sciences,China,Jiuquan Satellite Launch Center,Long March 2D,2011-068A,37930.0,Collect and relay hydrological and meteorological data and data for disaster relief.
2011-11-09,Yaogan 12 (Remote Sensing Satellite 12),Yaogan 12,China,China,Chinese Ministry of National Defense,Military,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,487.0,496.0,0.000656,97.4,94.4,,,,2011-11-09,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2011-066B,37875.0,
2011-10-28,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),NPP,USA,USA,National Oceanographic and Atmospheric Administration (NOAA)/NASA,Government,Earth Observation,Meteorology,LEO,SUN-SYNCHRONOUS,0.0,827.0,827.0,0.0,98.7,101.4,2128.0,,,2011-10-28,,Ball Aerospace,USA,Vandenberg AFB,Delta 2,2011-061A,37849.0,Continues key data records that are critical for climate change science.
2011-10-12,Megha-Tropiques,Megha-Tropiques,India,India/France,Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES),Government,Earth Observation,Earth Science,LEO,NON-POLAR INCLINED,0.0,853.0,868.0,0.00104,20.0,102.2,1000.0,,,2011-10-12,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV,2011-058A,37838.0,The data collected by the satellite will allow improvement in knowledge on the water cycle contribution to the climate dynamic in the tropical atmosphere and our understanding of the processes linked to the tropical convection.
2011-09-23,"IGS-6A (Information Gathering Satellite 6A, IGS Optical 4)",IGS-6A,Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,588.0,591.0,0.000216,97.69,96.47,1600.0,,,2011-09-23,5.0,Mitsubishi/Toshiba,Japan,Tanegashima Space Center,H2A,2011-050A,37813.0,Radar reconnaissance.
2011-08-17,Nigeriasat-X,Nigeriasat-X,Nigeria,Nigeria,National Space Research and Development Agency (NASRDA),Government,Earth Observation/Technology Development,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,661.0,696.0,0.00248,98.2,98.3,100.0,,,2011-08-17,,Surrey Satellite Technology Ltd.,UK,Dombarovsky Air Base,Dnepr,2011-044C,37790.0,Nigerian engineers will completely manage the total lifecycle of the NX and will be responsible for the delivery of the satellite to full flight specification.
2011-08-17,NigeriaSat-2,NigeriaSat-2,Nigeria,Nigeria,National Space Research and Development Agency (NASRDA),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,691.0,705.0,0.00099,98.2,98.7,300.0,,,2011-08-17,7.0,Surrey Satellite Technology Ltd. ,UK,Dombarovsky Air Base,Dnepr,2011-044B,37789.0,"Development of NigeriaSat-2 involves also on-the-job training of NASRDA engineers at SSTL. Earth observation, also carries DMC equipment."
2011-08-17,RASAT,RASAT,Turkey,Turkey,Space Technologies Research Institute,Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,667.0,697.0,0.00213,98.2,98.4,113.0,,,2011-08-17,3.0,Space Technologies Research Institute,Turkey,Dombarovsky Air Base,Dnepr,2011-044D,37791.0,"Primary objectives are to advance Turkish space technology and know-how and observe natural and manmade disasters, monitor coastline changes and pollution, detect illegal settlements and urban land changes, and update existing maps."
2011-08-15,Haiyang 2A (HY 2A),Haiyang 2A,China,China,State Oceanic Administration (SOA),Government,Earth Observation,Meteorology,LEO,SUN-SYNCHRONOUS,0.0,965.0,967.0,0.000136,99.4,104.4,1500.0,,,2011-08-15,3.0,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2011-043A,37781.0,Ocean-imaging surveillance satellite.
2011-05-07,"SBIRS GEO 1 (Space Based Infrared System Geosynchronous 1, USA 230)",USA 230,USA,USA,US Air Force,Military,Earth Observation,Infrared Imaging,GEO,,-96.84,35778.0,35795.0,0.000202,6.45,1436.11,4500.0,,,2011-05-07,12.0,Lockheed Martin Space Systems,USA,Cape Canaveral,Atlas 5,2011-019A,37481.0,Defect in communications system; still has not entered service as of 2013. Uses infrared sensors to detect and track missile launches; equipped with both scanning and staring instruments.  Will eventually replace DSP system.
2011-04-20,Resourcesat 2 (exactView-2),Resourcesat 2,India,India/Canada,Indian Space Research Organization (ISRO)/exactEarth,Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,817.0,823.0,0.000417,98.7,101.3,1206.0,,,2011-04-20,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C16,2011-015A,37387.0,Follow-on to Resourcesat 1; will provide data with enhanced multispectral and spatial coverage as well.
2011-04-20,X-Sat,X-Sat,NR,Singapore,Centre for Research in Satellite Technology (CREST),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,801.0,823.0,0.00153,98.7,101.1,91.0,,175.00,2011-04-20,3.0,Centre for Research in Satellite Technology (CREST),Singapore,Satish Dhawan Space Centre,PSLV C16,2011-015C,37389.0,"Signapore's first national satellite; multi-spectral camera, will demonstrate space-based remote sensing and image processing technologies."
2011-04-15,"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34, Intruder)",USA 229,USA,USA,National Reconnaissance Office (NRO)/US Navy,Military,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,1014.0,1201.0,0.0125,63.4,107.4,5000.0,,,2011-04-15,,Lockheed Martin,USA,Vandenberg AFB,Atlas 5,2011-014B,37391.0,"ELINT system; wide area ocean surveillance, primarily for the Navy and surveillance of shipping."
2011-04-15,"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34, Intruder)",USA 229,USA,USA,National Reconnaissance Office (NRO)/US Navy,Military,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,1019.0,1205.0,0.0124,63.4,107.5,,,,2011-04-15,,Lockheed Martin,USA,Vandenberg AFB,Atlas 5,2011-014A,37386.0,"ELINT system; wide area ocean surveillance, primarily for the Navy and surveillance of shipping."
2011-01-20,"Keyhole 6 (NRO L49, Advanced KH-11, KH-12-6, Improved Crystal, USA 224)",USA 224,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,ELLIPTICAL,0.0,200.0,1000.0,0.0574,97.8,97.0,18000.0," 10,000 ",,2011-01-20,5.0,Lockheed Martin,USA,Vandenberg AFB,Delta 4 Heavy,2011-002A,37348.0,Believed to be KH-11 class.
2011-01-20,Electro-L1 (GOMS 2 [Geostationary Operational Meteorological Satellite 2]),Electro-L1,Russia,Russia,Roshydromet - Planeta,Government,Earth Observation,Meteorology,GEO,,76.0,35323.0,35750.0,0.00509,0.46,1423.35,1766.0,,,2011-01-20,10.0,Lavochkin,Russia,Baikonur Cosmodrome,Zenit,2011-001A,37344.0,"Satellite's position in GEO will yield real-time views of entire Earth disk -- wide swath of Asia, Middle East and Indian Ocean. Will also provide communciations for search-and-rescue services."
2010-11-21,"Advanced Orion 7 (Mentor, NRO L-32, USA 223)",USA 223,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,GEO,,95.0,35500.0,35500.0,0.0,0.0,1436.0,5000.0,,,2010-11-21,,National Reconnaissance Laboratory (?),USA,Cape Canaveral,Delta 4 Heavy,2010-063A,37232.0,ELINT.
2010-11-06,COSMO-Skymed 4 (Constellation of small Satellites for Mediterranean basin Observation),COSMO-Skymed 4,Italy,Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,622.0,623.0,7.15e-05,97.9,97.2,1700.0,,,2010-11-06,5.0,ThalesÊAleniaÊSpace,Italy,Vandenberg AFB,Delta 2,2010-060A,37216.0,"Earth imaging; synthetic aperture radar (SAR) operating in X-band, focus on Mediterranean security."
2010-11-04,Fengyun 3B (FY 3B),Fengyun 3B,China,China,China Meteorological Administration,Government,Earth Observation,Meteorology,LEO,SUN-SYNCHRONOUS,0.0,827.0,828.0,6.95e-05,98.8,101.5,2300.0,,,2010-11-04,,Shanghai Academy of Spaceflight Technology (SAST),China,Taiyuan Launch Center,Long March 4C,2010-059A,37214.0,Meteorological.
2010-10-06,Shijian 6G (SJ6-04A),Shijian 6G,China,China,China Academy of Space Technology (CAST),Government,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,584.0,603.0,0.00136,97.7,96.6,,,,2010-10-06,,China Academy of Space Technology (CAST)/DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 4B,2010-051A,37179.0,Possible reconnaissance function.
2010-10-06,Shijian 6H (SJ6_04B),Shijian 6H,China,China,China Academy of Space Technology (CAST),Government,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,586.0,602.0,0.00115,97.7,96.6,,,,2010-10-06,,China Academy of Space Technology (CAST)/DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 4B,2010-051B,37180.0,Possible reconnaissance function.
2010-09-22,Yaogan 11 (Remote Sensing Satellite 11),Yaogan 11,China,China,Chinese Ministry of National Defense,Military,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,626.0,668.0,0.00299,97.9,97.7,,,,2010-09-22,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2010-047A,37165.0,
2010-09-21,"FIA Radar 1 (Future Imagery Architecture (FIA) Radar 1, NROL-41, USA 215, Topaz)",USA 215,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Radar Imaging,LEO,NON-POLAR INCLINED,0.0,1101.0,1107.0,0.000401,122.99,107.35,,,,2010-09-21,,National Reconnaissance Office (NRO),USA,Vandenberg AFB,Atlas 5,2010-046A,37162.0,Amateur observers speculate that this is part of the FIA.
2010-08-24,Tianhui 1-01,Tianhui 1-01,China,China,China Aerospace Science and Technology Corp. (CASC),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,488.0,504.0,0.00117,97.4,94.5,2500.0,,,2010-08-24,,DFHÊSatelliteÊCo.ÊLtd.,China,Jiuquan Satellite Launch Center,Long March 2D,2010-040A,36985.0,"Mapping  and land resource sruveys to promote economic development; 3-D survey camera, ground resolution of 5m; multi-spectrum at 10m."
2010-08-09,Yaogan 10 (Remote Sensing Satellite 10),Yaogan 10,China,China,Chinese Ministry of National Defense,Military,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,625.0,628.0,0.000214,97.8,97.2,,,,2010-08-09,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,2010-038A,36834.0,Carries Synthetic Aperture Radar (SAR) sensor
2010-07-12,Alsat-2A (Algeria Satellite 2A),Alsat-2A,Algeria,Algeria,Algerian Space Agency (ASAL),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,672.0,674.0,0.000142,98.1,98.2,130.0,,,2010-07-12,5.0,EADS Astrium,France/UK/Germany/Spain,Satish Dhawan Space Centre,PSLV,2010-035D,36798.0,"The system will enable Algeria to obtain very high quality images for use in a wide variety of applications: cartography, management of agriculture, forestry, water, mineral and oil resources, crop protection, management of natural disasters and land planning."
2010-07-12,CartoSat 2B,CartoSat 2B,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,622.0,645.0,0.00164,97.9,97.4,694.0,,,2010-07-12,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV,2010-035A,36795.0,"Resource mapping, urban planning, transportation studies, water monitoring, and crop inventories."
2010-06-26,"COMS-1 (Communication, Ocean and Meteorological Satellite; Cheollian)",COMS-1,South Korea,South Korea,Korea Aerospace Research Institute (KARI),Government,Earth Observation/Communications,Optical Imaging/Meteorology,GEO,,128.0,35783.0,35791.0,9.49e-05,0.01,1436.1,2460.0,,,2010-06-26,,EADS Astrium/Electronics and Telecommunications Research Institute (ETRI),South Korea,Guiana Space Center,Ariane 5 ECA,2010-032A,36744.0,"Multi-mission satellite with three payloads: one for meteorology, one for ocean observation and one for communications."
2010-06-22,Ofeq 9,Ofeq 9,NR,Israel,Ministry of Defense,Military,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,343.0,589.0,0.018,141.78,93.91,300.0,,,2010-06-22,5.0,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit,2010-031A,36608.0,Reconnaissance satellite Mideast area; especially Syria and Iran.
2010-06-21,TanDEM-X (TerraSAR-X add-on for Digital Elevation Measurement),TanDEM-X,Germany,Germany,German Aerospace Center (DLR)/Astrium,Government,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,507.0,510.0,0.000218,97.4,94.8,1350.0,,,2010-06-21,5.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,2010-030A,36605.0,Will survey all 150 million square kilometers of earth surface. Works with TerraSAR-X for first three years.
2010-04-08,Cryosat-2 ,Cryosat-2,ESA,ESA,European Space Agency (ESA),Government,Earth Observation,Radar Imaging,LEO,POLAR,0.0,713.0,724.0,0.000776,92.0,99.2,720.0,,,2010-04-08,3.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,2010-013A,36508.0,"Remote sensing, part of ESA's ice mission. Will measure polar ice for three years. Spacecraft has no solar panels."
2010-03-05,Yaogan 9B (Remote Sensing Satellite 9B),Yaogan 9B,NR,China,Chinese Ministry of National Defense,Government,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,1017.0,1164.0,0.00985,63.4,107.1,,,,2010-03-05,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2010-009B,36414.0,Thought to be for intelligence gathering.
2010-03-05,Yaogan 9C (Remote Sensing Satellite 9C),Yaogan 9C,NR,China,Chinese Ministry of National Defense,Government,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,1017.0,1164.0,0.00985,63.4,107.1,,,,2010-03-05,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2010-009C,36415.0,Thought to be for intelligence gathering.
2010-03-05,Yaogan 9A (Remote Sensing Satellite 9A),Yaogan 9A,China,China,Chinese Ministry of National Defense,Government,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,1017.0,1164.0,0.00985,63.4,107.1,,,,2010-03-05,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2010-009A,36413.0,Thought to be for intelligence gathering.
2010-03-04,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",GOES-15,USA,USA,NOAA (National Oceanographic and Atmospheric Administration),Government,Earth Observation,Earth Science/Meterology,GEO,,-135.0,35786.0,35788.0,2.37e-05,0.42,1436.14,3175.0," 2,180 ","2,300.00",2010-03-04,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2010-008A,36411.0,
2009-12-18,Helios 2B,Helios 2B,France,France/Italy/Belgium/Spain/Greece,Centre National d'Etudes Spatiales (CNES)/Dlgation Gnrale de l'Armement (DGA),Military,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,679.0,682.0,0.000213,98.1,98.37,4200.0," 1,500-1,900 ","2,900.00",2009-12-18,5.0,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5,2009-073A,36124.0,"Optical reconnaissance, independent military intelligence capability for the EU (France has financed 90% of the B series)."
2009-12-15,Yaogan 8 (Remote Sensing Satellite 8),Yaogan 8,China,China,Chinese Ministry of National Defense,Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,1192.0,1205.0,0.000859,100.3,109.4,,,,2009-12-15,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,2009-072A,36121.0, Optical  imaging  satellites with medium resolution (3 to  10 m) capabilities
2009-12-09,Yaogan 7 (Remote Sensing Satellite 7),Yaogan 7,China,China,Chinese Ministry of National Defense,Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,628.0,665.0,0.00264,98.0,97.7,2700.0,,,2009-12-09,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2009-069A,36110.0,High  resolution  optical satellite
2009-11-20,Lotos-S1 (Cosmos 2455),Cosmos 2455,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,900.0,911.0,0.000756,67.2,103.1,5000.0,,,2009-11-20,,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,Plesetsk Cosmodrome,Soyuz U,2009-063A,36095.0,"New generation electronic reconnaissance satellite, possibly will work as part of the Liana electronic reconnaissance system. "
2009-11-02,SMOS (Soil Moisture and Ocean Salinity satellite),SMOS,ESA,ESA,Centre National d'Etudes Spatiales (CNES)/European Space Agency (ESA),Government,Earth Observation,Earth Science,LEO,SUN-SYNCHRONOUS,0.0,759.0,760.0,7.01e-05,98.4,100.0,658.0, 630 ,"1,065.00",2009-11-02,3.0,Thales Alenia Space,France,Plesetsk Cosmodrome,Breeze KM,2009-059A,36036.0,Mission to measure sea surface salinity and soil moisture on a global scale.
2009-10-18,"DMSP 5D-3 F18 (Defense Meteorological Satellites Program, USA 210)",USA 210,USA,USA,DoD/NOAA,Military,Earth Observation,Earth Science/Meterology,LEO,SUN-SYNCHRONOUS,0.0,842.0,859.0,0.00118,98.93,101.94,1155.0, 825 ,900.00,2009-10-18,5.0,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Atlas 5,2009-057A,35951.0,Near-polar orbits; investigate Earth's environment.
2009-10-08,Worldview 2,Worldview 2,USA,USA,Maxar Technologies Inc.,Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,765.0,767.0,0.00014,98.5,100.2,2800.0,,,2009-10-08,,Ball Aerospace,USA,Vandenberg AFB,Delta 2,2009-055A,35946.0,Will provide earth imaging  in eight color bands; 0.5 m resolution for panchromatic images and 1.8 m for multi-spectral.
2009-09-08,"PAN-1 (Nemesis, Palladium at Night, P360,  207)",207,USA,USA,National Reconnaissance Office,Military,Earth Observation,Electronic Intelligence,GEO,,47.7,35786.0,35787.0,1.19e-05,0.03,1436.12,,,,2009-09-08,,Lockheed Martin,USA,Cape Canaveral,Atlas 5,2009-047A,35815.0,Thought to be a new generation military communications satellite. The operating agency was not announced; appears to be related to the U. S. NavyÕs Ultra-High Frequency (UFO) Follow-On program constellation of geosynchronous communications spacecraft because of the monitored frequencies emanating from the spacecraft launched in earth orbit.
2009-07-29,Deimos 1,Deimos 1,Spain,Spain,Deimos Imaging/DMC International Imaging (DMCII),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,661.0,662.0,7.11e-05,98.0,98.0,90.0,,,2009-07-29,5.0,Surrey Satellite Technology Ltd.,UK,Baikonur Cosmodrome,Dnepr,2009-041A,35681.0,Part of international Disaster Monitoring Constellation.
2009-07-29,"UK-DMC-2 (BNSCSat-2, British National Science Center Satellite 2)",UK-DMC-2,United Kingdom,United Kingdom,UK/DMC International Imaging (DMCII),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,660.0,662.0,0.000142,98.0,98.0,97.0,,,2009-07-29,5.0,Surrey Satellite Technology Ltd. ,UK,Baikonur Cosmodrome,Dnepr,2009-041C,35683.0,Part of Disaster Monitoring Constellation second generation; five countries share all data.
2009-06-27,"GOES 14 (Geostationary Operational Environmental Satellite, GOES-O)",GOES-14,USA,USA,NOAA (National Oceanographic and Atmospheric Administration),Government,Earth Observation,Earth Science/Meterology,GEO,,-104.41,35170.0,35170.0,0.0,0.0,1436.0,3200.0," 1,533 ","2,300.00",2009-06-27,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2009-033A,35491.0,Spare.
